userName,userID,locationID,locationName,arrivalTime,duration,preference
Chris Rosario,3,345,FLC City Hotel Beach Quy Nhon,"[5.51, 10.76]","[0.9, 1.32]",2
Chris Rosario,3,1776,Quán Nhậu Hương Biển,"[8.28, 10.16]","[0.3, 1.96]",3
Chris Rosario,3,1118,Nem nướng Tí Ti.,"[7.08, 10.35]","[0.51, 2.83]",5
Chris Rosario,3,1225,Quán Vịt Cỏ Minh Luân,"[15.5, 15.55]","[0.69, 1.41]",3
William Bonner,4,1148,Oscar Quán,"[0, 0.79]","[1.28, 2.84]",3
William Bonner,4,2087,Chùa Giác Hải,"[8.74, 11.82]","[0.28, 0.44]",1
William Bonner,4,784,Home coffee,"[9.63, 11.5]","[0.48, 2.25]",1
William Bonner,4,345,FLC City Hotel Beach Quy Nhon,"[5.76, 7.01]","[0.78, 1.92]",3
William Bonner,4,1895,FuLok Champa quán,"[0, 1.37]","[0.94, 1.34]",3
William Bonner,4,1776,Quán Nhậu Hương Biển,"[8.17, 9.41]","[0.43, 1.92]",2
William Bonner,4,2055,Bến Du Thuyền,"[9.61, 11.72]","[1.79, 3.14]",3
William Bonner,4,1719,Hoàng Thao SeaView - Hải sản Quy Nhơn,"[0, 1.54]","[1.22, 2.76]",4
William Bonner,4,1118,Nem nướng Tí Ti.,"[9.5, 12.04]","[0.27, 2.97]",5
William Bonner,4,1225,Quán Vịt Cỏ Minh Luân,"[15.52, 15.57]","[0.98, 1.39]",3
Kerry Russell,5,1148,Oscar Quán,"[14.44, 15.21]","[1.48, 1.81]",4
Kerry Russell,5,2099,Khu vui chơi Sky Kids,"[12.83, 16.98]","[1.97, 2.01]",5
Kerry Russell,5,2087,Chùa Giác Hải,"[8.18, 12.87]","[0.01, 0.6]",5
Kerry Russell,5,784,Home coffee,"[8.67, 12.11]","[0.17, 1.36]",4
Kerry Russell,5,345,FLC City Hotel Beach Quy Nhon,"[5.79, 7.07]","[0.6, 1.72]",4
Kerry Russell,5,1719,Hoàng Thao SeaView - Hải sản Quy Nhơn,"[1.85, 2.98]","[2.07, 3.89]",1
Kerry Russell,5,1225,Quán Vịt Cỏ Minh Luân,"[15.52, 15.69]","[0.24, 1.46]",4
Katheryn Jones,6,144,HOSTEL ARIA,"[0, 0.47]","[1.19, 1.95]",1
Katheryn Jones,6,2099,Khu vui chơi Sky Kids,"[13.26, 16.11]","[1.73, 2.86]",2
Katheryn Jones,6,2087,Chùa Giác Hải,"[9.02, 13.85]","[0.15, 0.59]",2
Katheryn Jones,6,784,Home coffee,"[9.94, 12.15]","[0.18, 0.74]",1
Katheryn Jones,6,1895,FuLok Champa quán,"[11.11, 12.75]","[2.2, 3.82]",4
Katheryn Jones,6,1776,Quán Nhậu Hương Biển,"[7.25, 8.97]","[0.17, 1.42]",1
Katheryn Jones,6,2055,Bến Du Thuyền,"[10.98, 11.84]","[1.05, 3.39]",2
Katheryn Jones,6,1118,Nem nướng Tí Ti.,"[7.42, 13.38]","[0.54, 3.26]",3
Katheryn Jones,6,1225,Quán Vịt Cỏ Minh Luân,"[15.06, 15.61]","[0.6, 1.36]",5
Joann Scott,7,144,HOSTEL ARIA,"[1.45, 2.67]","[0.86, 2.56]",4
Joann Scott,7,1148,Oscar Quán,"[16.65, 17.24]","[1.45, 3.16]",1
Joann Scott,7,345,FLC City Hotel Beach Quy Nhon,"[5.73, 6.89]","[0.5, 1.69]",2
Joann Scott,7,1895,FuLok Champa quán,"[1.73, 3.07]","[0.78, 2.15]",5
Joann Scott,7,2055,Bến Du Thuyền,"[10.07, 11.69]","[1.01, 2.66]",3
Joann Scott,7,1719,Hoàng Thao SeaView - Hải sản Quy Nhơn,"[8.56, 10.2]","[2.0, 3.58]",3
Joann Scott,7,1118,Nem nướng Tí Ti.,"[9.75, 13.54]","[0.46, 3.07]",2
Joe Waugh,8,144,HOSTEL ARIA,"[4.26, 5.78]","[0.66, 0.89]",5
Joe Waugh,8,1148,Oscar Quán,"[6.84, 7.86]","[0.87, 2.61]",3
Joe Waugh,8,2099,Khu vui chơi Sky Kids,"[12.25, 14.94]","[1.72, 2.37]",5
Joe Waugh,8,2087,Chùa Giác Hải,"[9.39, 10.52]","[0.34, 0.65]",3
Joe Waugh,8,784,Home coffee,"[10.8, 12.01]","[0.36, 0.74]",5
Joe Waugh,8,1895,FuLok Champa quán,"[7.4, 7.91]","[1.28, 1.94]",5
Joe Waugh,8,2055,Bến Du Thuyền,"[11.17, 11.83]","[0.79, 2.48]",1
Joe Waugh,8,1719,Hoàng Thao SeaView - Hải sản Quy Nhơn,"[5.57, 6.73]","[2.62, 3.45]",2
Joe Waugh,8,1118,Nem nướng Tí Ti.,"[8.19, 13.5]","[0.52, 1.07]",1
Joe Waugh,8,1225,Quán Vịt Cỏ Minh Luân,"[14.8, 15.7]","[1.0, 1.01]",4
Anthony Birdsong,9,144,HOSTEL ARIA,"[10.63, 12.35]","[0.49, 0.96]",4
Anthony Birdsong,9,1148,Oscar Quán,"[4.74, 6.19]","[0.13, 1.99]",1
Anthony Birdsong,9,2087,Chùa Giác Hải,"[8.73, 13.29]","[0.05, 0.47]",3
Anthony Birdsong,9,784,Home coffee,"[10.79, 11.71]","[0.32, 2.19]",2
Anthony Birdsong,9,345,FLC City Hotel Beach Quy Nhon,"[5.96, 7.55]","[0.89, 1.54]",5
Anthony Birdsong,9,1895,FuLok Champa quán,"[4.09, 6.01]","[2.16, 3.83]",5
Anthony Birdsong,9,1776,Quán Nhậu Hương Biển,"[7.41, 9.64]","[0.49, 2.0]",3
Anthony Birdsong,9,2055,Bến Du Thuyền,"[10.59, 11.48]","[1.74, 3.42]",5
Anthony Birdsong,9,1118,Nem nướng Tí Ti.,"[9.37, 12.26]","[0.32, 1.23]",5
