userName,userID,locationID,locationName,arrivalTime,duration,preference
Patricia Whiting,2,122,Ý Linh Hotel,"[4.89, 9.44]","[0.5, 4.45]",1
Patricia Whiting,2,2077,Bãi Xếp,"[13.061687385419923, 14.21999999999998]","[0.73, 2.95999999999999]",3
Patricia Whiting,2,1364,Tiệm mì quảng Cô Út,"[0.23, 1.17]","[4.41, 10.51]",2
Patricia Whiting,2,1208,Phở Cô Mười,"[7.773098996127377, 14.529999999999871]","[0.03, 0.7200000000000002]",2
Patricia Whiting,2,2078,Tuyệt tình Cốc,"[13.32485804281385, 18.009999999999952]","[0.7000000000000001, 2.0299999999999994]",2
Patricia Whiting,2,1892,Cơm Mậu,"[14.818157818593004, 19.37000000000043]","[0.9500000000000001, 2.379999999999992]",2
Patricia Whiting,2,468,HUG COFFEE SHOP,"[21.26, 21.71]","[0.05, 0.88]",1
Patricia Whiting,2,1636,Đặc Sản Dê Tươi Quy Nhơn - Nhà hàng Dê Vàng,"[1.9862753435955485, 19.769999999999815]","[0.34, 3.979999999999979]",2
Patricia Whiting,2,2064,Núi Vũng Chua,"[1.4871723681430344, 9.759999999999986]","[0.0, 2.6299999999999866]",1
Vickie Burt,3,2069,Mộ Hàn Mặc Tử,"[14.172447766855997, 16.660000000000085]","[0.24, 0.51]",5
Vickie Burt,3,1006,Quán Cơm Chay Bồ Đề,"[5.66, 6.4]","[0.44, 1.51]",5
Vickie Burt,3,1486,Quán trứng vịt chiên mắm cô Thanh,"[3.27, 3.59]","[0.88, 3.92]",2
Vickie Burt,3,988,Bánh Cuốn Nóng,"[12.47, 13.22]","[1.2, 3.53]",3
Vickie Burt,3,2092,Kỳ Co Beach,"[4.06277531182414, 10.969999999999967]","[1.11, 3.4999999999999787]",2
Vickie Burt,3,350,Khách sạn Hữu Phước,"[9.65, 10.3]","[2.49, 7.49]",5
Vickie Burt,3,927,Phố Ẩm Thực Hoa Lư,"[14.338876421456005, 19.31000000000022]","[0.19, 3.1099999999999977]",1
Vickie Burt,3,1027,Bún Bò Gân,"[0.0, 1.38]","[1.86, 7.78]",3
Vickie Burt,3,911,Cafe Long,"[8.714529475534485, 15.289999999999871]","[0.5700000000000001, 3.2289073548014695]",1
Vickie Burt,3,695,CỘNG TRÀ CHANH QUY NHƠN,"[8.13859267057183, 22.439999999999728]","[0.09, 0.8477393052797495]",1
Vickie Burt,3,1088,Hải Sản 7 Dũng,"[21.12, 21.43]","[0.19, 0.43]",2
Vickie Burt,3,173,Khách sạn Ngọc Thương,"[20.446619065240867, 21.910000000000103]","[0.55, 1.3510986411215045]",2
Vickie Burt,3,481,Cà Phê Mận,"[14.25, 14.63]","[1.94, 5.11]",5
Vickie Burt,3,2041,Cháo lòng bánh hỏi Tư Hạnh,"[6.261316173141511, 8.96999999999999]","[0.05, 0.6300000000000001]",5
Vickie Burt,3,1174,Quán Ăn Chín Chè,"[3.54, 4.03]","[1.4, 16.2]",2
Vickie Burt,3,122,Ý Linh Hotel,"[9.92, 13.41]","[0.32, 1.42]",3
Vickie Burt,3,1208,Phở Cô Mười,"[8.223098996127367, 14.079999999999881]","[0.08, 0.7300000000000002]",2
Vickie Burt,3,1892,Cơm Mậu,"[14.58815781859301, 17.31000000000011]","[0.37, 2.5399999999999885]",3
Vickie Burt,3,468,HUG COFFEE SHOP,"[5.29, 5.57]","[6.1, 10.97]",4
Doris Staggs,4,2069,Mộ Hàn Mặc Tử,"[9.892447766856089, 16.960000000000132]","[0.15, 0.6600000000000001]",2
Doris Staggs,4,1006,Quán Cơm Chay Bồ Đề,"[2.76, 3.49]","[4.43, 8.44]",4
Doris Staggs,4,1486,Quán trứng vịt chiên mắm cô Thanh,"[14.69, 15.26]","[0.27, 1.15]",1
Doris Staggs,4,988,Bánh Cuốn Nóng,"[3.37, 3.55]","[3.27, 6.66]",2
Doris Staggs,4,2092,Kỳ Co Beach,"[5.442775311824141, 10.699999999999973]","[0.53, 2.8899999999999917]",3
Doris Staggs,4,350,Khách sạn Hữu Phước,"[11.92, 12.2]","[0.62, 4.74]",3
Doris Staggs,4,2052,Mũi Tấn,"[11.23, 12.03]","[0.1, 2.83]",3
Doris Staggs,4,927,Phố Ẩm Thực Hoa Lư,"[16.608876421455957, 17.91]","[0.85, 3.8599999999999817]",1
Doris Staggs,4,1027,Bún Bò Gân,"[22.23, 23.61]","[0.09, 0.21]",5
Doris Staggs,4,911,Cafe Long,"[7.884529475534503, 16.389999999999848]","[1.3900000000000001, 3.018907354801474]",1
Doris Staggs,4,695,CỘNG TRÀ CHANH QUY NHƠN,"[6.998592670571854, 14.089999999999907]","[0.13, 0.6877393052797494]",1
Doris Staggs,4,357,LaCas Hotel Quy Nhơn,"[1.2018714759066447, 9.619999999999948]","[1.98, 5.818856338224963]",1
Doris Staggs,4,173,Khách sạn Ngọc Thương,"[21.196619065240984, 22.770000000000238]","[0.53, 1.5910986411215047]",2
Doris Staggs,4,481,Cà Phê Mận,"[2.67, 2.95]","[0.12, 8.9]",2
Doris Staggs,4,1174,Quán Ăn Chín Chè,"[3.17, 3.51]","[2.14, 3.42]",1
Doris Staggs,4,837,Cafe Holy,"[2.55, 3.94]","[5.43, 10.53]",4
Doris Staggs,4,2077,Bãi Xếp,"[13.101687385419922, 13.809999999999988]","[0.86, 2.9099999999999913]",5
Doris Staggs,4,1364,Tiệm mì quảng Cô Út,"[20.98, 21.84]","[0.15, 1.13]",5
Doris Staggs,4,1208,Phở Cô Mười,"[2.8730989961274815, 17.999999999999797]","[0.04, 0.55]",5
Doris Staggs,4,2078,Tuyệt tình Cốc,"[14.284858042813829, 22.33999999999986]","[0.03, 2.0599999999999987]",2
Doris Staggs,4,1892,Cơm Mậu,"[14.648157818593008, 16.730000000000018]","[0.28, 2.7399999999999842]",3
Doris Staggs,4,468,HUG COFFEE SHOP,"[22.63, 22.88]","[0.06, 0.7]",1
Kimberly Daugherty,5,2069,Mộ Hàn Mặc Tử,"[13.722447766856007, 17.040000000000145]","[0.1, 0.5700000000000001]",1
Kimberly Daugherty,5,988,Bánh Cuốn Nóng,"[16.51, 17.22]","[2.56, 2.97]",1
Kimberly Daugherty,5,345,FLC City Hotel Beach Quy Nhon,"[6.866720090354468, 13.549999999999903]","[0.04, 1.2600000000000002]",3
Kimberly Daugherty,5,350,Khách sạn Hữu Phước,"[17.62, 17.78]","[0.7, 4.04]",2
Kimberly Daugherty,5,2067,Ghềnh Ráng Tiên Sa,"[9.60462871090135, 15.119999999999978]","[0.41000000000000003, 2.099999999999998]",1
Kimberly Daugherty,5,2105,Tour Cù Lao Xanh - Quy Nhơn,"[1.1, 1.64]","[0.22, 2.47]",1
Kimberly Daugherty,5,1027,Bún Bò Gân,"[20.57, 22.02]","[0.34, 1.11]",4
Kimberly Daugherty,5,911,Cafe Long,"[5.8445294755345465, 15.179999999999874]","[0.92, 3.5189073548014633]",3
Kimberly Daugherty,5,695,CỘNG TRÀ CHANH QUY NHƠN,"[9.5685926705718, 16.949999999999847]","[0.23, 0.8377393052797495]",2
Kimberly Daugherty,5,1088,Hải Sản 7 Dũng,"[10.75, 11.81]","[0.27, 0.59]",4
Kimberly Daugherty,5,2062,Tượng Đài Quang Trung,"[3.6967983456271867, 13.119999999999923]","[0.27, 0.9700000000000002]",2
Kimberly Daugherty,5,481,Cà Phê Mận,"[20.95, 21.28]","[0.48, 2.08]",4
Kimberly Daugherty,5,2041,Cháo lòng bánh hỏi Tư Hạnh,"[4.111316173141557, 11.479999999999936]","[0.06, 0.55]",2
Kimberly Daugherty,5,1174,Quán Ăn Chín Chè,"[10.81, 11.76]","[3.38, 10.12]",5
Kimberly Daugherty,5,2077,Bãi Xếp,"[12.901687385419926, 14.039999999999983]","[1.12, 3.6599999999999753]",1
Kimberly Daugherty,5,1208,Phở Cô Mười,"[7.933098996127374, 14.239999999999878]","[0.18, 0.52]",2
Kimberly Daugherty,5,2078,Tuyệt tình Cốc,"[15.354858042813806, 23.23999999999984]","[0.6, 2.759999999999984]",1
Luis Duncan,6,2069,Mộ Hàn Mặc Tử,"[14.292447766855995, 16.800000000000107]","[0.17, 0.5]",4
Luis Duncan,6,1006,Quán Cơm Chay Bồ Đề,"[17.1, 18.03]","[0.46, 1.16]",4
Luis Duncan,6,1486,Quán trứng vịt chiên mắm cô Thanh,"[6.55, 7.12]","[0.14, 0.5]",4
Luis Duncan,6,345,FLC City Hotel Beach Quy Nhon,"[8.916720090354424, 14.099999999999891]","[0.06, 1.3500000000000003]",1
Luis Duncan,6,350,Khách sạn Hữu Phước,"[13.42, 13.91]","[0.32, 3.52]",4
Luis Duncan,6,2095,Quảng trường Quy Nhơn,"[5.017446899153507, 13.449999999999934]","[0.17, 0.81]",3
Luis Duncan,6,1692,Nhà Hàng Hoa Biển Kỳ Co,"[6.101186935285764, 14.919999999999936]","[0.22, 3.619999999999987]",2
Luis Duncan,6,1642,Bếp Nhà Xứ Nẫu,"[5.552000176174282, 13.50999999999995]","[0.91, 2.089999999999998]",2
Luis Duncan,6,2052,Mũi Tấn,"[23.5, 23.56]","[0.03, 0.17]",5
Luis Duncan,6,2105,Tour Cù Lao Xanh - Quy Nhơn,"[9.99, 10.52]","[1.1, 9.41]",5
Luis Duncan,6,1027,Bún Bò Gân,"[12.72, 13.77]","[0.06, 0.15]",1
Luis Duncan,6,911,Cafe Long,"[7.604529475534509, 11.809999999999945]","[0.35000000000000003, 3.8989073548014552]",3
Luis Duncan,6,1939,Mì Cay Sasin,"[8.7, 9.68]","[0.84, 2.34]",5
Luis Duncan,6,695,CỘNG TRÀ CHANH QUY NHƠN,"[7.468592670571844, 10.889999999999976]","[0.01, 0.7477393052797494]",1
Luis Duncan,6,1088,Hải Sản 7 Dũng,"[19.22, 19.66]","[0.0, 0.23]",3
Luis Duncan,6,357,LaCas Hotel Quy Nhơn,"[5.141871475906648, 11.759999999999902]","[1.35, 6.118856338224957]",1
Luis Duncan,6,1028,Bún Bò Hẻm,"[19.47, 20.27]","[1.67, 2.42]",2
Luis Duncan,6,481,Cà Phê Mận,"[1.49, 1.64]","[0.99, 6.93]",2
Luis Duncan,6,2041,Cháo lòng bánh hỏi Tư Hạnh,"[6.28131617314151, 10.109999999999966]","[0.07, 0.7100000000000002]",3
Luis Duncan,6,1174,Quán Ăn Chín Chè,"[19.09, 20.03]","[1.11, 1.51]",1
Luis Duncan,6,122,Ý Linh Hotel,"[4.01, 4.77]","[4.46, 6.84]",2
Luis Duncan,6,837,Cafe Holy,"[12.46, 16.86]","[1.47, 2.76]",1
Luis Duncan,6,2077,Bãi Xếp,"[13.111687385419922, 14.439999999999975]","[0.14, 2.7999999999999936]",5
Luis Duncan,6,1208,Phở Cô Mười,"[8.463098996127362, 15.09999999999986]","[0.05, 0.7200000000000002]",2
Luis Duncan,6,2078,Tuyệt tình Cốc,"[14.71485804281382, 16.309999999999988]","[0.56, 2.599999999999987]",2
Luis Duncan,6,468,HUG COFFEE SHOP,"[9.64, 9.94]","[3.34, 4.71]",3
Luis Duncan,6,2064,Núi Vũng Chua,"[0.6871723681430337, 9.389999999999993]","[0.2, 2.799999999999983]",4
Harold Duffy,7,2069,Mộ Hàn Mặc Tử,"[15.43244776685597, 16.800000000000107]","[0.01, 0.6600000000000001]",1
Harold Duffy,7,1006,Quán Cơm Chay Bồ Đề,"[16.13, 17.0]","[0.95, 2.5]",5
Harold Duffy,7,1486,Quán trứng vịt chiên mắm cô Thanh,"[16.49, 17.12]","[1.13, 1.6]",5
Harold Duffy,7,988,Bánh Cuốn Nóng,"[23.13, 23.52]","[0.1, 0.12]",1
Harold Duffy,7,345,FLC City Hotel Beach Quy Nhon,"[8.066720090354442, 13.059999999999913]","[0.41000000000000003, 1.12]",4
Harold Duffy,7,2092,Kỳ Co Beach,"[7.872775311824143, 19.80999999999978]","[0.38, 3.7399999999999736]",5
Harold Duffy,7,1692,Nhà Hàng Hoa Biển Kỳ Co,"[6.181186935285762, 16.27999999999991]","[0.46, 4.339999999999971]",4
Harold Duffy,7,2052,Mũi Tấn,"[20.27, 21.04]","[0.17, 0.43]",1
Harold Duffy,7,711,King Coffee,"[10.93, 11.91]","[1.34, 2.65]",5
Harold Duffy,7,927,Phố Ẩm Thực Hoa Lư,"[14.058876421456011, 18.150000000000038]","[0.84, 3.8799999999999812]",2
Harold Duffy,7,1574,Nhà hàng Vườn Phố,"[14.795988449712182, 19.490000000000332]","[0.24, 1.7800000000000002]",4
Harold Duffy,7,2105,Tour Cù Lao Xanh - Quy Nhơn,"[16.67, 17.76]","[0.39, 3.62]",4
Harold Duffy,7,911,Cafe Long,"[8.684529475534486, 16.639999999999844]","[0.11, 3.108907354801472]",2
Harold Duffy,7,2096,Chợ Đêm Quy Nhơn,"[17.861475238589726, 19.890000000000153]","[0.34, 1.7200000000000002]",4
Harold Duffy,7,1939,Mì Cay Sasin,"[0.81, 1.96]","[0.73, 8.34]",2
Harold Duffy,7,357,LaCas Hotel Quy Nhơn,"[4.1418714759066475, 16.309999999999803]","[1.6600000000000001, 6.40885633822495]",1
Harold Duffy,7,2062,Tượng Đài Quang Trung,"[8.376798345627087, 13.329999999999918]","[0.3, 1.0800000000000003]",5
Harold Duffy,7,173,Khách sạn Ngọc Thương,"[20.84661906524093, 22.490000000000194]","[0.47000000000000003, 1.3710986411215045]",2
Harold Duffy,7,481,Cà Phê Mận,"[13.1, 13.27]","[1.56, 8.69]",4
Harold Duffy,7,2041,Cháo lòng bánh hỏi Tư Hạnh,"[5.671316173141523, 13.119999999999902]","[0.21, 0.6200000000000001]",1
Harold Duffy,7,1461,Phở miến,"[0.08, 0.89]","[1.37, 8.97]",1
Harold Duffy,7,837,Cafe Holy,"[18.84, 22.04]","[0.38, 0.75]",2
Harold Duffy,7,840,Born the 2021,"[1.11, 3.68]","[1.33, 7.79]",5
Harold Duffy,7,2077,Bãi Xếp,"[13.18168738541992, 14.749999999999968]","[0.68, 2.9899999999999896]",1
Harold Duffy,7,1208,Phở Cô Mười,"[7.393098996127385, 12.169999999999922]","[0.22, 0.6800000000000002]",1
Harold Duffy,7,1892,Cơm Mậu,"[15.608157818592987, 19.440000000000442]","[0.02, 2.6799999999999855]",1
Harold Duffy,7,468,HUG COFFEE SHOP,"[2.77, 3.37]","[1.29, 1.87]",1
Harold Duffy,7,1636,Đặc Sản Dê Tươi Quy Nhơn - Nhà hàng Dê Vàng,"[9.206275343595555, 21.689999999999774]","[0.71, 3.2699999999999942]",1
Daniel Buell,8,2069,Mộ Hàn Mặc Tử,"[11.442447766856056, 16.56000000000007]","[0.03, 0.55]",3
Daniel Buell,8,1486,Quán trứng vịt chiên mắm cô Thanh,"[21.75, 22.0]","[0.55, 1.01]",1
Daniel Buell,8,988,Bánh Cuốn Nóng,"[5.35, 6.0]","[0.54, 2.41]",3
Daniel Buell,8,345,FLC City Hotel Beach Quy Nhon,"[4.646720090354515, 13.489999999999904]","[0.16, 1.2100000000000002]",3
Daniel Buell,8,350,Khách sạn Hữu Phước,"[2.75, 3.08]","[0.45, 8.99]",4
Daniel Buell,8,1692,Nhà Hàng Hoa Biển Kỳ Co,"[3.561186935285818, 15.909999999999915]","[1.2, 4.059999999999977]",5
Daniel Buell,8,2052,Mũi Tấn,"[4.58, 5.56]","[0.34, 4.01]",2
Daniel Buell,8,927,Phố Ẩm Thực Hoa Lư,"[15.50887642145598, 18.73000000000013]","[0.86, 4.109999999999976]",3
Daniel Buell,8,2105,Tour Cù Lao Xanh - Quy Nhơn,"[18.93, 19.59]","[0.38, 0.42]",1
Daniel Buell,8,1027,Bún Bò Gân,"[4.17, 4.59]","[4.31, 5.61]",5
Daniel Buell,8,502,Cafe Nhơn,"[18.65, 19.33]","[0.79, 1.92]",1
Daniel Buell,8,911,Cafe Long,"[5.494529475534554, 10.20999999999998]","[0.18, 3.868907354801456]",1
Daniel Buell,8,1939,Mì Cay Sasin,"[1.99, 3.26]","[0.53, 5.98]",4
Daniel Buell,8,695,CỘNG TRÀ CHANH QUY NHƠN,"[7.528592670571843, 19.009999999999803]","[0.06, 0.7177393052797494]",3
Daniel Buell,8,1088,Hải Sản 7 Dũng,"[15.83, 16.67]","[0.03, 0.35]",1
Daniel Buell,8,357,LaCas Hotel Quy Nhơn,"[5.441871475906648, 9.269999999999953]","[1.6500000000000001, 4.898856338224983]",2
Daniel Buell,8,1028,Bún Bò Hẻm,"[22.87, 23.28]","[0.02, 0.33]",4
Daniel Buell,8,481,Cà Phê Mận,"[22.98, 23.39]","[0.05, 0.23]",3
Daniel Buell,8,2041,Cháo lòng bánh hỏi Tư Hạnh,"[7.25131617314149, 13.369999999999896]","[0.12, 0.6800000000000002]",5
Daniel Buell,8,1174,Quán Ăn Chín Chè,"[0.82, 1.17]","[1.82, 8.23]",2
Daniel Buell,8,1364,Tiệm mì quảng Cô Út,"[15.8, 17.22]","[0.2, 1.68]",1
Daniel Buell,8,1208,Phở Cô Mười,"[2.94309899612748, 14.959999999999862]","[0.01, 0.5800000000000001]",5
Daniel Buell,8,1892,Cơm Mậu,"[14.04815781859302, 18.320000000000267]","[0.4, 2.379999999999992]",2
Daniel Buell,8,468,HUG COFFEE SHOP,"[10.7, 11.05]","[5.41, 7.61]",4
Daniel Buell,8,1636,Đặc Sản Dê Tươi Quy Nhơn - Nhà hàng Dê Vàng,"[10.686275343595556, 17.869999999999855]","[0.3, 3.2099999999999955]",5
Daniel Buell,8,2064,Núi Vũng Chua,"[6.597172368143039, 9.599999999999989]","[0.6900000000000001, 2.9099999999999806]",1
Kristen Lee,9,2069,Mộ Hàn Mặc Tử,"[11.752447766856049, 17.21000000000017]","[0.15, 0.6500000000000001]",3
Kristen Lee,9,988,Bánh Cuốn Nóng,"[14.42, 14.99]","[0.03, 1.56]",1
Kristen Lee,9,350,Khách sạn Hữu Phước,"[20.35, 20.73]","[0.54, 1.85]",2
Kristen Lee,9,2052,Mũi Tấn,"[13.7, 14.17]","[0.99, 1.24]",5
Kristen Lee,9,911,Cafe Long,"[5.834529475534547, 20.759999999999756]","[1.29, 3.578907354801462]",1
Kristen Lee,9,2096,Chợ Đêm Quy Nhơn,"[15.361475238589781, 19.890000000000153]","[0.28, 1.57]",2
Kristen Lee,9,1088,Hải Sản 7 Dũng,"[4.18, 4.98]","[2.72, 3.68]",1
Kristen Lee,9,357,LaCas Hotel Quy Nhơn,"[5.9718714759066485, 8.819999999999965]","[0.16, 5.93885633822496]",1
Kristen Lee,9,2062,Tượng Đài Quang Trung,"[5.1567983456271556, 19.939999999999777]","[0.15, 0.9900000000000002]",4
Kristen Lee,9,173,Khách sạn Ngọc Thương,"[20.46661906524087, 21.410000000000025]","[0.5, 1.2410986411215044]",2
Kristen Lee,9,1028,Bún Bò Hẻm,"[17.49, 18.83]","[0.75, 1.58]",5
Kristen Lee,9,2041,Cháo lòng bánh hỏi Tư Hạnh,"[4.5413161731415475, 16.199999999999836]","[0.14, 0.6100000000000001]",2
Kristen Lee,9,1174,Quán Ăn Chín Chè,"[7.1, 7.67]","[1.98, 6.18]",3
Kristen Lee,9,1208,Phở Cô Mười,"[5.27309899612743, 17.469999999999807]","[0.2, 0.7400000000000002]",4
Kristen Lee,9,2078,Tuyệt tình Cốc,"[15.404858042813805, 15.899999999999997]","[0.08, 2.9699999999999793]",4
Kristen Lee,9,1892,Cơm Mậu,"[14.748157818593006, 17.090000000000074]","[0.85, 2.0299999999999994]",2
Kristen Lee,9,468,HUG COFFEE SHOP,"[6.08, 6.28]","[0.03, 0.36]",1
Kristen Lee,9,2064,Núi Vũng Chua,"[5.037172368143038, 9.679999999999987]","[0.26, 2.699999999999985]",4
Julie Dasher,10,2069,Mộ Hàn Mặc Tử,"[12.912447766856024, 16.390000000000043]","[0.15, 0.6600000000000001]",1
Julie Dasher,10,1006,Quán Cơm Chay Bồ Đề,"[21.29, 22.1]","[0.02, 0.3]",4
Julie Dasher,10,1486,Quán trứng vịt chiên mắm cô Thanh,"[7.26, 7.85]","[0.02, 0.34]",2
Julie Dasher,10,345,FLC City Hotel Beach Quy Nhon,"[6.406720090354478, 11.409999999999949]","[0.25, 1.03]",4
Julie Dasher,10,1642,Bếp Nhà Xứ Nẫu,"[10.722000176174287, 18.67999999999984]","[0.43, 2.0299999999999994]",5
Julie Dasher,10,927,Phố Ẩm Thực Hoa Lư,"[17.75887642145593, 20.240000000000364]","[1.19, 3.899999999999981]",3
Julie Dasher,10,1574,Nhà hàng Vườn Phố,"[16.085988449712154, 17.37]","[0.01, 1.9200000000000004]",1
Julie Dasher,10,911,Cafe Long,"[7.334529475534515, 13.299999999999914]","[0.23, 3.538907354801463]",2
Julie Dasher,10,357,LaCas Hotel Quy Nhơn,"[6.98187147590665, 17.989999999999768]","[0.22, 5.688856338224966]",3
Julie Dasher,10,1028,Bún Bò Hẻm,"[8.02, 9.38]","[3.75, 4.02]",1
Julie Dasher,10,481,Cà Phê Mận,"[16.85, 17.13]","[0.59, 1.49]",1
Julie Dasher,10,2041,Cháo lòng bánh hỏi Tư Hạnh,"[5.331316173141531, 18.34999999999979]","[0.03, 0.55]",1
